Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2014-02-22,Uluru,15.7,32.2,0,NA,NA,E,59,E,SE,31,26,27,13,1017.6,1012.9,NA,NA,22.3,30.4,No,0,No
2014-02-23,Uluru,15.3,34,0,NA,NA,ESE,48,E,ESE,26,19,24,11,1015.6,1010.9,NA,NA,23.5,31.6,No,0,No
2014-02-25,Uluru,NA,27.2,NA,NA,NA,E,28,NA,NE,NA,7,NA,49,NA,1010.1,NA,NA,NA,26.7,NA,0,No
2014-02-26,Uluru,16.1,34,0,NA,NA,SSE,41,SSE,SSW,22,20,34,20,1012.1,1008.5,NA,NA,24,32.6,No,0,No
2014-02-27,Uluru,16.7,33,0,NA,NA,SE,41,SSE,ENE,20,13,42,24,1014,1011.4,NA,NA,21.1,30.8,No,0,No
2014-02-28,Uluru,17.9,34.5,0,NA,NA,ESE,39,SE,E,19,20,33,16,1014.5,1011.2,NA,NA,22,33.3,No,0,No
2014-03-01,Uluru,21.2,36.1,0,NA,NA,ESE,41,ESE,ENE,26,13,25,17,1014.9,1011,NA,NA,26.9,34.1,No,0,No
2014-03-02,Uluru,20.5,35.3,0,NA,NA,ENE,39,E,SE,26,22,25,16,1015.2,1011.3,NA,NA,27.1,33.8,No,0,No
2014-03-03,Uluru,18.2,35.8,0,NA,NA,ESE,41,ENE,ESE,24,24,27,14,1015.8,1011.4,NA,NA,27.1,34,No,0,No
2014-03-04,Uluru,19.3,36.5,0,NA,NA,SE,41,E,S,9,17,28,15,1016.2,1011.9,NA,NA,28.1,35.9,No,0,No
2014-03-05,Uluru,22.9,37.3,0,NA,NA,E,39,SE,SE,13,19,42,20,1015.5,1010.7,NA,NA,28.3,34.2,No,0,No
2014-03-08,Uluru,NA,36.4,NA,NA,NA,NA,NA,NA,WNW,NA,6,36,19,1014.7,1009.8,NA,NA,26.6,33.9,NA,0,No
2014-03-12,Uluru,21.8,37.6,NA,NA,NA,E,50,ESE,ENE,28,30,25,14,1016.7,1012.5,NA,NA,28.6,36,NA,0,No
2014-03-16,Uluru,23.5,37,NA,NA,NA,SE,37,SE,S,22,19,36,20,1014.1,1010.1,NA,NA,25.6,35.8,NA,0,No
2014-03-17,Uluru,20.2,37.9,0,NA,NA,ESE,44,E,N,26,11,27,19,1015.5,1011.4,NA,NA,27.4,35.7,No,0,No
2014-03-18,Uluru,20.8,38.4,0,NA,NA,ENE,39,E,NE,20,9,25,20,1017,1013.4,NA,NA,28.8,37.1,No,0,No
2014-03-20,Uluru,20.3,36.2,NA,NA,NA,E,48,ENE,SSE,33,20,26,12,1017,1011.6,NA,NA,27.6,34.5,NA,0,No
2014-03-21,Uluru,21.3,36.7,0,NA,NA,SE,43,SE,E,20,15,23,13,1015.2,1011,NA,NA,28.3,35.6,No,0,No
2014-03-25,Uluru,12.8,28.7,NA,NA,NA,SE,43,E,SE,31,24,35,19,1018.5,1013.7,NA,NA,20.3,27.8,NA,0,No
2014-03-26,Uluru,12.2,29.7,0,NA,NA,E,37,ESE,SSE,20,17,33,17,1017.1,1012.8,NA,NA,21.9,28.1,No,0,No
2014-03-27,Uluru,11.5,32.5,0,NA,NA,NNE,30,E,ESE,13,11,25,12,1015,1010.8,NA,NA,22.4,30.4,No,0,No
2014-03-28,Uluru,13.8,32.8,0,NA,NA,E,31,E,W,22,9,28,14,1016.1,1011.9,NA,NA,23.2,30.8,No,0,No
2014-03-29,Uluru,17.5,35.1,0,NA,NA,N,28,E,NW,17,17,23,9,1014.6,1011.1,NA,NA,23.9,34.8,No,0,No
2014-03-30,Uluru,18.1,37.4,0,NA,NA,N,39,ESE,NNE,11,24,22,9,1014.7,1011.1,NA,NA,23.7,35.6,No,0,No
2014-03-31,Uluru,18.7,37.6,0,NA,NA,SSW,48,E,NNE,9,17,21,22,1014.1,1009.7,NA,NA,27,35.4,No,3.8,Yes
2014-04-01,Uluru,19.2,37.2,3.8,NA,NA,SW,41,ENE,W,11,17,54,24,1014.4,1009.2,NA,NA,26.5,35.1,Yes,0,No
2014-04-02,Uluru,20.5,36.7,0,NA,NA,SSW,50,SE,S,24,15,32,21,1012.3,1009.1,NA,NA,28.5,35.1,No,3,Yes
2014-04-03,Uluru,19.1,28.8,3,NA,NA,E,41,SE,ESE,17,19,87,49,1017.4,1014.2,NA,NA,20.2,27.4,Yes,0,No
2014-04-04,Uluru,16,28.7,0,NA,NA,ENE,35,ESE,E,20,17,79,45,1018.5,1014.1,NA,NA,16.8,27,No,0,No
2014-04-05,Uluru,16.7,32.2,0,NA,NA,E,39,E,ESE,26,7,42,31,1017.3,1013.1,NA,NA,21.6,30.5,No,3.2,Yes
2014-04-06,Uluru,19.3,22,3.2,NA,NA,E,35,NW,NNW,9,4,94,96,1017.3,1014.9,NA,NA,19.4,21,Yes,6.4,Yes
2014-04-07,Uluru,18.4,20.6,6.4,NA,NA,S,37,ESE,E,13,15,98,96,1012.4,1010.6,NA,NA,20,19.4,Yes,65,Yes
2014-04-11,Uluru,15.7,26.2,NA,NA,NA,SSE,30,SE,SSE,19,17,71,43,1016.4,1012.6,NA,NA,20.2,25.3,NA,0,No
2014-04-12,Uluru,12.5,26.4,0,NA,NA,ESE,35,SE,ESE,22,19,62,31,1016.4,1012.6,NA,NA,19.5,25.8,No,0,No
2014-04-13,Uluru,12.6,26.8,0,NA,NA,ESE,37,ESE,ESE,17,19,57,27,1017.9,1014.7,NA,NA,18.3,26.2,No,0,No
2014-04-14,Uluru,12.6,26.5,0,NA,NA,SSE,44,SE,ESE,24,20,52,27,1018.7,1015.1,NA,NA,18.4,25.6,No,0,No
2014-04-15,Uluru,12.5,27.3,0,NA,NA,ESE,35,ESE,SE,22,15,49,26,1019.9,1016.6,NA,NA,19.2,26.6,No,0,No
2014-04-16,Uluru,12.7,28.4,0,NA,NA,ESE,30,E,ESE,20,15,41,18,1020.3,1016.4,NA,NA,19.7,27.4,No,0,No
2014-04-17,Uluru,11.4,28.8,0,NA,NA,ENE,39,ESE,E,13,15,44,20,1020.6,1017.6,NA,NA,19.2,27.9,No,0,No
2014-04-18,Uluru,11.4,29.8,0,NA,NA,E,39,ESE,E,13,17,37,17,1021.1,1017.7,NA,NA,19.8,28.7,No,0,No
2014-04-19,Uluru,10.4,28.8,0,NA,NA,E,35,E,SE,9,11,37,18,1020.3,1015.4,NA,NA,20.3,27.8,No,0,No
2014-04-20,Uluru,10.3,29.6,0,NA,NA,ENE,30,ESE,NE,9,9,40,17,1018,1013.8,NA,NA,20,28.9,No,0,No
2014-04-21,Uluru,11.3,30.5,0,NA,NA,WNW,31,SE,NNW,4,11,40,15,1016.5,1012.8,NA,NA,20.2,29.8,No,0,No
2014-05-19,Uluru,NA,28.4,NA,NA,NA,E,24,SE,NE,9,9,52,29,1020.2,1017.1,6,NA,18.9,27.7,NA,0,No
2014-05-20,Uluru,14.9,27.6,0,NA,NA,W,28,ESE,NA,11,0,57,35,1020.3,1017.2,4,NA,18.7,27,No,0,No
2014-05-21,Uluru,13.7,24.9,0,NA,NA,W,35,E,W,7,17,55,43,1018,1015.5,NA,5,18.3,24.2,No,4.8,Yes
2014-05-22,Uluru,15.6,24.9,4.8,NA,NA,WNW,22,SSE,NW,7,6,95,50,1018,1014.3,NA,8,16.7,23,Yes,0,No
2014-05-24,Uluru,8.5,29.1,NA,NA,NA,N,24,NA,W,NA,11,NA,27,NA,1015.4,NA,NA,NA,28.6,NA,0,No
2014-05-25,Uluru,9.9,31,0,NA,NA,N,35,ESE,N,6,15,58,25,1018.5,1013.4,NA,NA,18.3,30.4,No,5.6,Yes
2014-05-26,Uluru,15.8,23.3,5.6,NA,NA,WSW,43,N,W,9,24,98,55,1016.4,1013.8,6,2,16.3,22.5,Yes,0,No
2014-05-27,Uluru,8.1,22.9,0,NA,NA,WSW,30,NA,WSW,0,2,76,36,1018.5,1015.8,NA,NA,14.7,21.9,No,0,No
2014-05-28,Uluru,7.4,22.6,0,NA,NA,ENE,24,SE,NNE,9,9,75,36,1020.6,1017.1,NA,NA,13.3,21.6,No,0,No
2014-05-29,Uluru,8.4,25.7,0,NA,NA,E,26,ESE,NW,13,11,68,30,1019.6,1015.6,NA,NA,14.8,25.3,No,0,No
2014-05-30,Uluru,8.4,22.8,0,NA,NA,SSW,33,SSW,WSW,20,15,67,34,1018,1015.2,NA,NA,13.6,22.3,No,0,No
2014-05-31,Uluru,4.3,21,0,NA,NA,SSW,35,S,S,9,17,76,32,1021.5,1017.9,NA,NA,10.2,20.3,No,0,No
2014-06-01,Uluru,3.4,21.2,0,NA,NA,ENE,33,ESE,E,13,15,74,34,1022.4,1019.6,NA,NA,10.7,20.6,No,0,No
2014-06-02,Uluru,6.3,22.1,0,NA,NA,ENE,30,ESE,SE,11,6,72,33,1022.3,1018.9,NA,NA,11.2,21.5,No,0,No
2014-06-03,Uluru,6.6,21.6,0,NA,NA,ESE,31,SE,E,11,17,71,33,1022.2,1018.7,NA,NA,10.8,20.4,No,0,No
2014-06-04,Uluru,6.3,21,0,NA,NA,ESE,39,ESE,E,15,17,70,31,1025,1021.5,NA,NA,10.7,19.8,No,0,No
2014-06-05,Uluru,8,20.5,0,NA,NA,SE,46,ESE,ESE,20,24,65,42,1026.3,1023.5,NA,NA,12.7,19.1,No,0,No
2014-06-06,Uluru,6.2,20.5,0,NA,NA,E,50,ESE,ESE,22,26,67,33,1028.1,1024.9,NA,NA,11.1,19.7,No,0,No
2014-06-07,Uluru,7.3,19.9,0,NA,NA,E,48,ESE,ESE,20,24,71,33,1028.8,1025.9,NA,NA,10.9,19.2,No,0,No
2014-06-08,Uluru,4.4,19.6,0,NA,NA,E,48,SE,SE,17,26,64,30,1028.4,1025.2,NA,NA,10,19.1,No,0,No
2014-06-09,Uluru,5.4,19.6,0,NA,NA,E,43,ESE,ESE,20,19,67,40,1026.1,1021.8,NA,NA,9.9,18.3,No,0,No
2014-06-10,Uluru,5.3,18.8,0,NA,NA,ENE,43,E,ENE,24,19,61,29,1022.9,1017.7,NA,NA,9.2,17.6,No,0,No
2014-06-11,Uluru,1.5,20.9,0,NA,NA,S,50,SSE,NNW,11,15,54,21,1018.2,1014.2,NA,NA,7.8,19.7,No,0,No
2014-06-12,Uluru,6.8,18.9,0,NA,NA,SSE,41,S,SSW,19,24,63,46,1017.7,1015.8,NA,NA,11.3,17.8,No,0,No
2014-06-13,Uluru,3.6,17.9,0,NA,NA,SSW,39,S,S,15,17,64,36,1022.7,1020.4,NA,NA,9.5,17,No,0,No
2014-06-14,Uluru,2.5,16.7,0,NA,NA,SSE,41,SSE,SSE,19,19,61,40,1026.5,1023.6,8,NA,10.8,15.9,No,0,No
2014-06-15,Uluru,4.6,17.3,0,NA,NA,SSE,35,SE,SSE,15,17,51,34,1027.6,1024.6,NA,NA,11,16.5,No,0,No
2014-06-16,Uluru,4,17.8,0,NA,NA,E,44,ESE,E,17,28,67,35,1028.8,1025.3,NA,NA,8.6,17,No,0,No
2014-06-17,Uluru,3.1,19.6,0,NA,NA,E,41,ESE,E,17,24,70,29,1028.5,1023.9,NA,NA,8.3,18.8,No,0,No
2014-06-18,Uluru,2,19.3,0,NA,NA,NE,37,SE,WNW,13,6,70,29,1025.7,1020.9,NA,NA,7.8,18.6,No,0,No
2014-06-19,Uluru,6.8,23.8,0,NA,NA,W,35,S,W,4,19,57,23,1021,1017.7,NA,NA,9.7,22.9,No,0,No
2014-06-20,Uluru,3.4,23.1,0,NA,NA,ENE,22,SSE,NNW,7,7,53,19,1023.3,1020.1,NA,NA,9.9,21.8,No,0,No
2014-06-21,Uluru,2.8,25.5,0,NA,NA,NNE,39,SE,WNW,13,17,53,21,1023.9,1019.8,NA,NA,11.5,25,No,0,No
2014-06-22,Uluru,3.5,28.1,0,NA,NA,WNW,46,SSE,WSW,4,22,54,23,1021.4,1016.5,NA,NA,11,27.5,No,0,No
2014-06-23,Uluru,10.8,16,0,NA,NA,S,39,SSW,S,24,13,35,29,1023.3,1022.5,NA,NA,13.9,15.5,No,0,No
2014-06-24,Uluru,7.3,18,0,NA,NA,SE,31,SSE,ESE,15,13,56,31,1027,1023.5,NA,NA,10.4,17,No,0,No
2014-06-25,Uluru,0.2,19.4,0,NA,NA,E,31,SE,E,9,13,70,30,1028,1024.7,NA,NA,8.6,18.9,No,0,No
2014-06-26,Uluru,0,21.9,0,NA,NA,SE,28,E,N,6,11,71,17,1026.3,1021.6,NA,NA,8.6,21.3,No,0,No
2014-06-27,Uluru,0.1,23.8,0,NA,NA,W,54,NNW,W,7,28,55,21,1019.7,1014.9,NA,NA,7.5,23.2,No,0,No
2014-06-28,Uluru,-1.4,16.9,0,NA,NA,SSW,39,SW,SSW,6,17,59,31,1023.6,1020.8,NA,NA,7.7,16.1,No,0,No
2014-06-29,Uluru,-0.8,17.1,0,NA,NA,SSE,33,S,SSE,7,15,75,36,1026.2,1023.7,NA,NA,5.7,16,No,0,No
2014-06-30,Uluru,-1.2,18.4,0,NA,NA,E,43,ESE,E,13,24,68,30,1028.9,1026,NA,NA,8,17.2,No,0,No
2014-07-01,Uluru,2.1,18.2,0,NA,NA,ESE,43,E,E,17,22,69,30,1030.4,1026.9,NA,NA,7.6,17.4,No,0,No
2014-07-02,Uluru,2.4,18.9,0,NA,NA,E,41,ESE,ENE,15,20,61,23,1027.8,1022.3,NA,NA,7.4,18.3,No,0,No
2014-07-03,Uluru,-0.7,20.8,0,NA,NA,NW,24,SSE,WNW,9,6,58,21,1023.1,1018.5,NA,NA,6.3,20.2,No,0,No
2014-07-04,Uluru,-0.4,21.7,0,NA,NA,ESE,28,S,ENE,13,11,47,18,1023.8,1020.7,NA,NA,7.3,21.4,No,0,No
2014-07-05,Uluru,1.5,20.5,0,NA,NA,E,30,SE,ESE,15,11,61,29,1026.4,1023.7,NA,NA,10.6,19.9,No,0,No
2014-07-06,Uluru,-0.2,21.6,0,NA,NA,ENE,26,SE,E,7,9,59,22,1025.2,1020.5,NA,NA,7.9,19.8,No,0,No
2014-07-07,Uluru,-1.2,23,0,NA,NA,NNW,41,SSE,NW,7,22,50,15,1020.2,1014.4,NA,NA,6,22.4,No,0,No
2014-07-08,Uluru,0.6,23.6,0,NA,NA,W,56,NW,WNW,13,30,34,25,1013.7,1010.1,NA,NA,11.2,22.9,No,0,No
2014-07-09,Uluru,3.9,16.5,0,NA,NA,S,43,S,SSW,11,17,46,30,1019.1,1017.7,NA,NA,9.7,15.6,No,0,No
2014-07-10,Uluru,-1.9,17.2,0,NA,NA,ENE,35,SE,E,11,4,60,30,1023.6,1020,NA,NA,6.2,16.4,No,0,No
2014-07-11,Uluru,-0.6,20.8,0,NA,NA,NW,24,ESE,NW,13,9,53,23,1021.8,1018.8,NA,NA,7.2,20.1,No,0,No
2014-07-12,Uluru,0.1,21.5,0,NA,NA,ESE,31,SE,E,17,15,50,18,1024.1,1021,NA,NA,8,20.9,No,0,No
2014-07-13,Uluru,8,11.7,0,NA,NA,ENE,43,ESE,ENE,13,22,48,87,1025.1,1022.6,5,8,10.5,8.5,No,1.6,Yes
2014-07-14,Uluru,7,16.1,1.6,NA,NA,E,24,E,NNW,11,7,94,64,1022,1017.8,8,8,7.9,14.3,Yes,0,No
2014-07-15,Uluru,2.9,20.3,0,NA,NA,W,37,NA,SSW,0,19,94,31,1019.4,1017.7,NA,NA,9.4,19.5,No,0,No
2014-07-16,Uluru,-0.5,20.3,0,NA,NA,ESE,26,S,ESE,9,6,60,24,1024.1,1021.5,NA,NA,7,18.8,No,0,No
2014-07-17,Uluru,2.7,20.3,0,NA,NA,SE,43,E,SE,9,22,53,26,1026.7,1024.3,NA,NA,9.3,19.6,No,0,No
2014-07-18,Uluru,7.6,16.3,0,NA,NA,ENE,44,E,E,19,24,69,45,1027.1,1023.7,NA,NA,10,15.6,No,0.2,No
2014-07-19,Uluru,8.9,16.6,0.2,NA,NA,E,35,E,SE,15,11,61,36,1024.9,1021.4,8,6,10.4,16.4,No,0,No
2014-07-20,Uluru,6.4,23,0,NA,NA,NNW,28,ESE,NNW,15,9,44,22,1021.9,1017.9,1,NA,10.3,22.2,No,0,No
2014-07-21,Uluru,4.4,25.2,0,NA,NA,WNW,37,SE,WSW,13,19,51,25,1021,1018.1,NA,3,10.3,23.8,No,0,No
2014-07-22,Uluru,7.5,28,0,NA,NA,NNW,41,SE,NW,6,26,51,24,1019.9,1014.6,5,8,14.2,25.8,No,1.4,Yes
2014-07-23,Uluru,10.5,22.3,1.4,NA,NA,WSW,52,NA,W,0,28,87,35,1017.7,1014.4,8,NA,14.8,21,Yes,0,No
2014-07-24,Uluru,-0.7,19.8,0,NA,NA,SW,33,SW,NW,4,20,73,28,1019.8,1016.4,NA,NA,7.3,19,No,0,No
2014-07-25,Uluru,-0.6,20.1,0,NA,NA,SE,24,NA,E,0,9,66,26,1024.6,1021.8,NA,NA,7.7,19.2,No,0,No
2014-07-26,Uluru,5.5,24.6,0,NA,NA,ENE,35,E,NE,20,11,52,24,1027.2,1023.3,NA,NA,10.7,23.4,No,0,No
2014-07-27,Uluru,4.7,26.4,0,NA,NA,WSW,37,SE,WNW,9,19,58,20,1025.8,1021.5,NA,NA,11.4,25.3,No,0,No
2014-07-28,Uluru,4.3,27.1,0,NA,NA,WNW,28,SSW,WNW,9,9,44,18,1023.4,1019.5,NA,NA,14,26.9,No,0,No
2014-07-29,Uluru,6.4,26.3,0,NA,NA,ESE,28,NA,SE,0,7,36,15,1024.4,1021.1,NA,NA,14.2,24.8,No,0,No
2014-07-30,Uluru,5.5,26.2,0,NA,NA,E,28,SE,NNW,11,9,40,16,1024.3,1019.6,NA,NA,13.9,26.1,No,0,No
2014-07-31,Uluru,5.5,26.9,0,NA,NA,W,37,SSW,WSW,13,22,34,17,1020.6,1017.1,NA,NA,16.4,26.1,No,0,No
2014-08-01,Uluru,5,19.3,0,NA,NA,E,35,SE,SE,19,17,67,36,1026,1022.3,NA,NA,11.1,17.9,No,0,No
2014-08-02,Uluru,3.9,19,0,NA,NA,E,48,E,E,22,22,51,27,1026.7,1022.8,NA,NA,9.8,17.7,No,0,No
2014-08-03,Uluru,2.9,18.8,0,NA,NA,SE,35,E,ESE,17,19,39,20,1028.2,1025.2,NA,NA,9,18,No,0,No
2014-08-04,Uluru,1.8,18.9,0,NA,NA,SE,43,ESE,ESE,15,22,35,19,1031,1027.5,NA,NA,8.7,18,No,0,No
2014-08-05,Uluru,2.4,19.9,0,NA,NA,SE,41,SE,ESE,19,22,33,19,1032.4,1028.2,NA,NA,8.3,18.6,No,0,No
2014-08-06,Uluru,5,22.7,0,NA,NA,E,44,ESE,ESE,24,24,35,25,1030.2,1025.8,NA,NA,11.1,22.3,No,0,No
2014-08-07,Uluru,7.5,24.8,0,NA,NA,ENE,44,SSE,ENE,9,20,52,26,1028.5,1023.7,8,2,10.5,24.1,No,0,No
2014-08-08,Uluru,10.5,24.7,0,NA,NA,ENE,39,ESE,E,13,17,36,17,1027,1023.4,8,7,15.5,24.1,No,0,No
2014-08-09,Uluru,4.4,25,0,NA,NA,E,37,SE,SSE,13,19,33,18,1027.7,1024.1,NA,NA,13.5,24.1,No,0,No
2014-08-10,Uluru,5.3,24.9,0,NA,NA,ESE,43,SE,SE,11,22,29,16,1027.9,1024.3,NA,NA,14.3,23.9,No,0,No
2014-08-11,Uluru,9.7,22.9,0,NA,NA,E,39,ESE,SE,20,15,54,23,1028.2,1024.6,NA,NA,14,22.3,No,0,No
2014-08-12,Uluru,6.1,18.7,0,NA,NA,E,41,E,SE,22,19,39,25,1029.7,1026.7,NA,NA,11.3,17.9,No,0,No
2014-08-13,Uluru,1.9,16.4,0,NA,NA,ESE,54,ESE,SSE,20,26,37,22,1032,1027.7,NA,NA,8.7,15.1,No,0,No
2014-08-14,Uluru,-1,15.6,0,NA,NA,SE,46,SE,ESE,20,24,43,25,1029.6,1025.7,NA,NA,8.4,14.8,No,0,No
2014-08-15,Uluru,-1.3,17.7,0,NA,NA,S,39,SSW,SSW,17,20,43,22,1026.6,1022.3,NA,NA,7,17.3,No,0,No
2014-08-16,Uluru,0.8,19.3,0,NA,NA,SE,41,S,S,15,17,57,31,1023.5,1019.9,NA,1,9.4,18.7,No,0,No
2014-08-17,Uluru,0.9,19.6,0,NA,NA,SSE,30,S,SSE,9,11,60,23,1024.2,1020.9,NA,NA,9.6,18.5,No,0,No
2014-08-18,Uluru,0.6,19.9,0,NA,NA,ENE,30,ESE,ENE,11,15,46,20,1025.5,1021.2,NA,NA,9.7,18.5,No,0,No
2014-08-19,Uluru,0.3,21.8,0,NA,NA,ENE,24,ESE,NNE,9,11,39,18,1024,1019.4,NA,NA,10.1,20.4,No,0,No
2014-08-20,Uluru,1.2,23.1,0,NA,NA,E,28,ESE,SSW,15,11,43,16,1022.1,1018.1,NA,NA,11.1,22.2,No,0,No
2014-08-21,Uluru,2.5,25.2,0,NA,NA,W,48,ESE,NE,11,13,36,15,1021.8,1018,NA,NA,12.4,24,No,0,No
2014-08-22,Uluru,3.7,26.9,0,NA,NA,E,26,SE,WNW,9,13,32,12,1023.2,1019.4,NA,NA,13.6,25.8,No,0,No
2014-08-23,Uluru,4.7,28.2,0,NA,NA,ENE,31,SE,ENE,13,11,23,11,1024.5,1021.5,NA,NA,16.7,27.6,No,0,No
2014-08-24,Uluru,8.5,27.2,0,NA,NA,ESE,50,SE,ESE,17,22,29,13,1027.1,1023.5,NA,NA,16.7,26.4,No,0,No
2014-08-25,Uluru,7.5,26.4,0,NA,NA,E,52,ESE,ESE,13,24,31,15,1028.3,1023.4,NA,NA,16.5,25.5,No,0,No
2014-08-26,Uluru,4.6,26.3,0,NA,NA,NE,31,ESE,ENE,7,15,31,10,1026.2,1021.3,NA,NA,15.4,24.9,No,0,No
2014-08-27,Uluru,3.6,26.8,0,NA,NA,ESE,35,SE,E,9,22,24,9,1023.9,1020.5,NA,NA,15.1,25.7,No,0,No
2014-08-28,Uluru,5.4,25.1,0,NA,NA,E,37,ENE,ENE,20,20,29,11,1025.2,1021.4,NA,NA,15.4,24.5,No,0,No
2014-08-29,Uluru,4.5,26.1,0,NA,NA,NE,31,E,NNE,17,9,33,14,1024.8,1019.9,NA,NA,16.2,25,No,0,No
2014-08-30,Uluru,4.4,28,0,NA,NA,E,31,ESE,WNW,9,11,31,12,1022.7,1017.4,NA,NA,16,26.8,No,0,No
2014-08-31,Uluru,4.5,30.3,0,NA,NA,NW,30,SE,NNW,2,11,25,8,1019.3,1014.9,NA,NA,16.7,29.6,No,0,No
2014-09-01,Uluru,6.3,30.5,0,NA,NA,SSW,41,SSW,SW,17,17,16,13,1018.2,1015.5,NA,NA,20.9,29.9,No,0,No
2014-09-02,Uluru,9.4,23.6,0,NA,NA,E,48,E,E,31,19,45,29,1025.1,1020.8,NA,NA,15.2,22.7,No,0,No
2014-09-03,Uluru,6.4,29.3,0,NA,NA,NNW,28,E,NW,13,11,29,18,1022.5,1015.9,NA,NA,15.1,27.6,No,0,No
2014-09-04,Uluru,11.7,29.8,0,NA,NA,WSW,50,S,SSE,17,20,27,14,1016.5,1012.7,NA,NA,22,29.7,No,0,No
2014-09-05,Uluru,14.5,20.2,0,NA,NA,ENE,33,ENE,E,22,22,39,30,1019.6,1014.9,8,7,16.6,19.7,No,0,No
2014-09-06,Uluru,11.9,30.3,0,NA,NA,E,31,E,WNW,19,13,39,17,1018.5,1014,7,NA,17.7,29.2,No,0,No
2014-09-07,Uluru,11.8,34.2,0,NA,NA,NNW,39,ESE,WNW,9,22,32,10,1018.1,1013.1,NA,NA,19.8,34.1,No,0,No
2014-09-08,Uluru,9.2,35.5,0,NA,NA,NW,70,NW,NW,19,39,21,10,1014.2,1009.5,NA,NA,23.5,34.4,No,0,No
2014-09-09,Uluru,11.8,31.5,0,NA,NA,WSW,48,SW,WNW,17,26,27,13,1015.2,1013.1,NA,NA,24.2,30.7,No,0,No
2014-09-10,Uluru,6.6,29.5,0,NA,NA,E,43,E,E,30,13,30,14,1020.3,1015.5,NA,NA,18.9,27.3,No,0,No
2014-09-11,Uluru,9.7,31.1,0,NA,NA,E,28,SSE,SSW,15,13,28,10,1019.7,1016.3,NA,NA,18.4,30.2,No,0,No
2014-09-12,Uluru,12.3,30.1,0,NA,NA,ENE,39,E,ENE,20,13,23,10,1023.3,1018.5,NA,NA,20.9,29.7,No,0,No
2014-09-13,Uluru,9.8,30.5,0,NA,NA,NE,46,E,SSE,19,11,26,11,1022.3,1017.5,NA,NA,20.2,29.8,No,0,No
2014-09-14,Uluru,7.9,33.7,0,NA,NA,SSW,35,NA,SSE,0,15,18,8,1018.2,1014.2,NA,NA,21,32.1,No,0,No
2014-09-15,Uluru,12.8,32.1,0,NA,NA,E,30,S,S,9,17,28,10,1018.2,1014.1,7,5,22.5,30.6,No,0,No
2014-09-16,Uluru,14.6,31.7,0,NA,NA,ENE,46,E,NE,31,19,30,14,1018.5,1013.2,1,NA,21.2,30.1,No,0,No
2014-09-17,Uluru,17.5,28.9,0,NA,NA,ENE,52,ENE,E,33,17,32,18,1020,1015.8,6,8,20,28.5,No,0,No
2014-09-18,Uluru,16.2,34.7,0,NA,NA,S,76,E,N,22,19,28,10,1019.3,1013.5,2,1,21.5,33,No,0,No
2014-09-19,Uluru,15.7,34.6,0,NA,NA,E,33,E,NNW,24,20,23,10,1017.9,1012.3,7,1,21.7,32.7,No,0,No
2014-09-20,Uluru,15.5,31.2,0,NA,NA,E,41,E,SSE,33,19,20,10,1019,1015.6,NA,NA,22.5,30.1,No,0,No
2014-09-21,Uluru,12.6,28,0,NA,NA,ENE,56,E,E,28,24,35,13,1023.9,1018.9,NA,NA,18.4,26.8,No,0,No
2014-09-22,Uluru,9.3,30,0,NA,NA,NE,50,ENE,NE,28,22,17,5,1019.6,1012.6,NA,NA,18.9,29.1,No,0,No
2014-09-23,Uluru,12.3,25,0,NA,NA,SSW,46,WSW,W,19,20,35,23,1014.4,1012.4,8,2,18.7,24,No,0,No
2014-09-24,Uluru,9.9,24.6,0,NA,NA,SSW,44,SSW,SSW,22,19,68,32,1021.1,1018.1,8,NA,14.2,22.3,No,0,No
2014-09-25,Uluru,8.1,28.2,0,NA,NA,E,39,SE,E,20,15,54,21,1023.9,1019.4,NA,NA,16.1,27.1,No,0,No
2014-09-26,Uluru,10.3,31.7,0,NA,NA,ENE,33,ENE,E,19,9,31,8,1021.7,1017,NA,NA,21.6,30.6,No,0,No
2014-09-27,Uluru,9.7,34.1,0,NA,NA,NNW,35,NE,NE,19,20,22,9,1020.3,1014.4,NA,NA,24,32.9,No,0,No
2014-09-28,Uluru,10.7,36.6,0,NA,NA,WNW,44,N,WNW,15,30,15,8,1014.7,1011.3,NA,NA,25.6,35.2,No,0,No
2014-09-29,Uluru,13.9,36.3,0,NA,NA,NNW,41,ESE,NNW,22,13,25,10,1014.9,1010.3,NA,NA,25.2,34.9,No,0,No
2014-09-30,Uluru,20.3,37.1,0,NA,NA,SSE,39,ESE,SW,17,19,14,9,1015.8,1012.7,NA,NA,27.7,35.3,No,0,No
2014-10-01,Uluru,20,32.6,0,NA,NA,E,52,ESE,E,30,28,28,15,1022.1,1016.7,2,NA,23.6,31.9,No,0,No
2014-10-02,Uluru,18,33.8,0,NA,NA,E,44,E,ENE,30,22,23,10,1020.3,1014.6,NA,NA,22.1,32.7,No,0,No
2014-10-03,Uluru,15.5,36.5,0,NA,NA,WNW,56,E,NW,24,17,16,10,1015.6,1010.1,NA,NA,23.8,35.6,No,0,No
